"lead_id","region","industry","rfm_score","preferences_json","last_updated_at"
"L0000259","India","Retail","0.2","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""roi"", ""roadmap""]}","2025-06-30T23:22:06"
"L0000260","MEA","SaaS","0.733","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""roadmap""]}","2025-08-21T15:29:01"
"L0000261","US","HealthTech","0.497","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""integration""]}","2025-07-23T02:57:45"
"L0000262","EU","FinTech","0.805","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi"", ""roadmap"", ""security""]}","2025-06-21T23:25:54"
"L0000263","LATAM","Media","0.359","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Web""], ""interests"": [""security""]}","2025-08-07T03:05:09"
"L0000264","US","FinTech","0.971","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""roi""]}","2025-07-28T21:12:04"
"L0000266","APAC","FinTech","0.278","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""security"", ""case_studies"", ""pricing""]}","2025-07-28T00:34:26"
"L0000268","APAC","EdTech","0.116","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Email""], ""interests"": [""roadmap"", ""security""]}","2025-07-24T22:29:48"
"L0000272","LATAM","Retail","0.508","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""integration""]}","2025-08-19T08:42:20"
"L0000273","US","HealthTech","0.203","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""security"", ""roi""]}","2025-08-13T10:00:53"
"L0000274","MEA","FinTech","0.208","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""case_studies"", ""roadmap""]}","2025-08-08T21:08:09"
"L0000276","MEA","E‑commerce","0.365","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""security"", ""pricing"", ""integration""]}","2025-07-19T10:44:08"
"L0000277","EU","HealthTech","0.191","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roi""]}","2025-06-30T08:03:03"
"L0000278","US","EdTech","0.189","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""case_studies"", ""roadmap"", ""integration""]}","2025-08-23T09:41:21"
"L0000282","India","Retail","0.069","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""roadmap""]}","2025-06-26T17:51:41"
"L0000283","MEA","Retail","0.407","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""case_studies"", ""integration""]}","2025-08-18T06:30:28"
"L0000284","India","Retail","0.899","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""roadmap"", ""integration"", ""case_studies""]}","2025-07-06T12:22:20"
"L0000285","US","SaaS","0.306","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""roi"", ""pricing""]}","2025-08-25T01:22:11"
"L0000287","APAC","SaaS","0.648","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""pricing""]}","2025-08-05T19:41:05"
"L0000288","LATAM","Retail","0.666","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Call""], ""interests"": [""roi"", ""integration""]}","2025-07-23T03:30:01"
"L0000289","EU","Manufacturing","0.451","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""case_studies"", ""security"", ""roi""]}","2025-08-19T00:04:54"
"L0000290","EU","Media","0.441","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""case_studies"", ""roadmap""]}","2025-06-13T19:18:18"
"L0000291","India","Media","0.842","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""security""]}","2025-07-23T23:45:49"
"L0000294","US","FinTech","0.815","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""security"", ""integration"", ""roi""]}","2025-07-15T22:39:59"
"L0000295","EU","HealthTech","0.018","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""pricing""]}","2025-08-05T17:53:35"
"L0000298","India","Retail","0.734","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""pricing""]}","2025-08-18T15:09:05"
"L0000304","APAC","SaaS","0.234","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""roi""]}","2025-08-15T12:39:34"
"L0000306","EU","Media","0.253","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""roi"", ""case_studies""]}","2025-08-16T21:28:33"
"L0000307","US","E‑commerce","0.655","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies""]}","2025-08-26T05:43:51"
"L0000309","India","Media","0.812","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""integration""]}","2025-06-26T08:06:35"
"L0000310","MEA","FinTech","0.127","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi""]}","2025-08-02T19:02:56"
"L0000312","APAC","E‑commerce","0.215","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""case_studies"", ""pricing""]}","2025-08-09T21:47:13"
"L0000313","US","EdTech","0.362","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""roadmap"", ""integration"", ""pricing""]}","2025-08-12T09:30:59"
"L0000314","US","HealthTech","0.845","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi""]}","2025-08-16T08:28:21"
"L0000316","India","FinTech","0.523","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""case_studies""]}","2025-08-09T04:08:31"
"L0000320","LATAM","FinTech","0.286","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""security"", ""case_studies"", ""pricing""]}","2025-06-25T00:49:27"
"L0000321","MEA","SaaS","0.513","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""roadmap"", ""integration""]}","2025-08-26T18:42:04"
"L0000322","India","E‑commerce","0.097","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Web""], ""interests"": [""case_studies"", ""pricing"", ""roadmap""]}","2025-08-21T02:16:58"
"L0000323","LATAM","HealthTech","0.579","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""pricing"", ""case_studies"", ""roi""]}","2025-07-12T05:16:27"
"L0000324","MEA","Retail","0.488","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Call""], ""interests"": [""roadmap"", ""security""]}","2025-05-25T05:20:42"
"L0000325","US","Manufacturing","0.244","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies""]}","2025-08-27T03:10:37"
"L0000326","India","Retail","0.522","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""integration"", ""roadmap""]}","2025-08-02T12:20:03"
"L0000330","LATAM","FinTech","0.767","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""case_studies"", ""integration""]}","2025-07-30T23:13:42"
"L0000331","APAC","Manufacturing","0.308","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""security"", ""case_studies""]}","2025-08-20T09:20:01"
"L0000333","APAC","Media","0.652","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""pricing"", ""case_studies"", ""security""]}","2025-08-10T19:57:12"
"L0000334","India","SaaS","0.166","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""security""]}","2025-08-24T19:22:31"
"L0000335","APAC","SaaS","0.892","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""case_studies"", ""roadmap"", ""roi""]}","2025-05-22T01:25:15"
"L0000336","APAC","FinTech","0.67","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""case_studies"", ""roi"", ""integration""]}","2025-08-22T16:51:10"
"L0000337","EU","Retail","0.516","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""roadmap"", ""roi"", ""security""]}","2025-06-24T18:32:13"
"L0000338","MEA","Retail","0.801","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Social""], ""interests"": [""case_studies"", ""pricing"", ""roi""]}","2025-08-11T15:40:40"
"L0000339","US","E‑commerce","0.471","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""roi"", ""case_studies""]}","2025-06-26T10:59:50"
"L0000340","India","Manufacturing","0.34","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""pricing"", ""integration"", ""roadmap""]}","2025-07-29T18:56:59"
"L0000341","US","Media","0.804","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""case_studies"", ""integration""]}","2025-06-10T21:29:15"
"L0000343","India","HealthTech","0.73","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roadmap"", ""security""]}","2025-07-22T00:38:33"
"L0000344","MEA","Media","0.913","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""roi"", ""case_studies"", ""integration""]}","2025-08-10T03:47:55"
"L0000345","US","Media","0.574","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""integration""]}","2025-08-14T04:48:15"
"L0000346","EU","Manufacturing","0.458","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""case_studies"", ""security""]}","2025-08-25T20:22:20"
"L0000348","LATAM","Media","0.416","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""pricing"", ""roadmap""]}","2025-06-20T10:16:47"
"L0000349","EU","Media","0.778","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""pricing""]}","2025-08-24T20:12:07"
"L0000350","EU","FinTech","0.34","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roi"", ""security""]}","2025-08-28T05:40:30"
"L0000351","US","Manufacturing","0.38","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""security""]}","2025-08-17T19:28:15"
"L0000352","APAC","E‑commerce","0.345","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""security""]}","2025-08-19T13:18:38"
"L0000354","APAC","Retail","0.231","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""integration"", ""roi""]}","2025-06-04T13:57:07"
"L0000355","US","HealthTech","0.685","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing"", ""roi""]}","2025-06-25T04:35:19"
"L0000357","US","HealthTech","0.974","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""roi""]}","2025-08-22T14:49:47"
"L0000359","APAC","SaaS","0.171","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""integration"", ""security""]}","2025-07-31T05:39:24"
"L0000360","US","Media","0.651","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""roi"", ""roadmap"", ""case_studies""]}","2025-07-10T09:16:28"
"L0000362","APAC","Media","0.043","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""integration""]}","2025-08-02T15:40:31"
"L0000371","MEA","Manufacturing","0.675","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""roi"", ""roadmap"", ""pricing""]}","2025-07-26T17:37:11"
"L0000373","US","SaaS","0.72","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""case_studies"", ""roadmap""]}","2025-08-28T00:07:04"
"L0000378","EU","Media","0.507","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""roadmap"", ""case_studies"", ""roi""]}","2025-08-06T12:35:22"
"L0000379","MEA","FinTech","0.67","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""case_studies"", ""pricing"", ""security""]}","2025-08-25T17:26:20"
"L0000381","LATAM","EdTech","0.594","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""pricing""]}","2025-08-16T17:31:18"
"L0000382","US","Media","0.868","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi""]}","2025-07-25T00:18:22"
"L0000384","EU","SaaS","0.487","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration"", ""security"", ""roi""]}","2025-08-16T03:26:21"
"L0000386","APAC","SaaS","0.701","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""pricing"", ""integration"", ""roadmap""]}","2025-08-08T20:22:59"
"L0000387","MEA","SaaS","0.144","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""case_studies""]}","2025-08-27T04:18:40"
"L0000388","APAC","SaaS","0.809","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""roi""]}","2025-07-31T23:16:49"
"L0000389","India","Manufacturing","0.445","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""roi"", ""case_studies""]}","2025-07-21T02:58:29"
"L0000395","MEA","Manufacturing","0.268","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""case_studies""]}","2025-07-17T18:47:10"
"L0000396","MEA","E‑commerce","0.726","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Web""], ""interests"": [""case_studies"", ""roi"", ""integration""]}","2025-07-20T18:26:33"
"L0000397","India","FinTech","0.18","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""integration"", ""security"", ""case_studies""]}","2025-08-05T23:20:24"
"L0000400","APAC","HealthTech","0.832","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""case_studies""]}","2025-06-06T22:58:29"
"L0000401","APAC","HealthTech","0.866","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Ads""], ""interests"": [""case_studies"", ""roi"", ""integration""]}","2025-08-20T10:18:54"
"L0000402","APAC","E‑commerce","0.114","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""case_studies"", ""roi""]}","2025-08-24T20:06:13"
"L0000403","APAC","EdTech","0.772","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap"", ""security""]}","2025-07-19T12:38:28"
"L0000404","LATAM","FinTech","0.847","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration""]}","2025-05-28T02:53:22"
"L0000407","MEA","SaaS","0.12","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""case_studies"", ""security"", ""pricing""]}","2025-08-01T01:14:22"
"L0000409","APAC","E‑commerce","0.107","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Ads""], ""interests"": [""roadmap""]}","2025-08-13T19:46:31"
"L0000410","MEA","EdTech","0.502","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""roadmap""]}","2025-06-22T09:13:09"
"L0000411","MEA","EdTech","0.34","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""security"", ""roi"", ""roadmap""]}","2025-08-17T11:26:08"
"L0000412","India","HealthTech","0.687","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""pricing""]}","2025-08-14T04:21:46"
"L0000413","MEA","Retail","0.656","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""security"", ""case_studies"", ""pricing""]}","2025-08-13T04:03:14"
