"event_id","timestamp","principal","auth_mechanism","scope","result","ip"
"AUTH00274","2025-06-11T21:58:57","analyst-ui","OIDC","leads:write","expired","10.209.245.137"
"AUTH00275","2025-06-12T03:07:15","analyst-ui","mTLS","campaigns:write","denied","10.134.32.123"
"AUTH00276","2025-07-15T00:50:34","svc-mcp","APIKey","leads:read","success","10.238.64.32"
"AUTH00277","2025-05-27T06:53:06","svc-mcp","mTLS","campaigns:read","failure","10.38.193.12"
"AUTH00278","2025-08-26T19:15:14","svc-optimizer","APIKey","memory:rw","expired","10.207.6.146"
"AUTH00279","2025-07-30T07:37:43","svc-mcp","APIKey","leads:read","success","10.160.77.134"
"AUTH00280","2025-05-08T13:10:44","svc-engagement","mTLS","campaigns:read","failure","10.39.40.100"
"AUTH00281","2025-08-21T12:24:26","svc-engagement","OIDC","memory:rw","expired","10.154.244.157"
"AUTH00282","2025-05-05T20:13:22","svc-optimizer","APIKey","analytics:read","success","10.18.228.211"
"AUTH00283","2025-07-04T05:12:19","analyst-ui","mTLS","leads:write","success","10.240.239.161"
"AUTH00284","2025-05-27T08:51:39","svc-mcp","mTLS","leads:read","success","10.246.218.142"
"AUTH00285","2025-05-10T04:49:10","svc-engagement","APIKey","leads:read","denied","10.70.95.241"
"AUTH00286","2025-07-13T17:02:55","analyst-ui","mTLS","campaigns:write","expired","10.161.238.27"
"AUTH00287","2025-07-26T14:15:47","svc-mcp","OIDC","campaigns:read","denied","10.127.66.136"
"AUTH00288","2025-07-23T23:29:40","svc-engagement","APIKey","memory:rw","success","10.130.237.137"
"AUTH00289","2025-08-08T10:38:27","svc-mcp","mTLS","campaigns:write","denied","10.130.57.74"
"AUTH00290","2025-07-25T15:27:46","analyst-ui","mTLS","leads:write","expired","10.52.186.21"
"AUTH00291","2025-06-26T14:18:19","analyst-ui","mTLS","campaigns:read","failure","10.34.89.248"
"AUTH00292","2025-07-10T23:24:13","svc-mcp","OIDC","leads:write","failure","10.250.22.143"
"AUTH00293","2025-07-01T18:35:25","svc-engagement","OIDC","leads:read","denied","10.50.33.251"
"AUTH00294","2025-07-16T10:38:47","svc-optimizer","OIDC","leads:read","denied","10.87.225.20"
"AUTH00295","2025-05-17T21:12:14","svc-engagement","OIDC","campaigns:write","expired","10.185.43.202"
"AUTH00296","2025-07-16T21:21:15","svc-engagement","OIDC","campaigns:write","failure","10.46.160.133"
"AUTH00297","2025-07-31T13:39:03","analyst-ui","APIKey","leads:read","failure","10.101.16.39"
"AUTH00298","2025-08-25T14:06:55","analyst-ui","OIDC","leads:read","denied","10.219.33.196"
"AUTH00299","2025-07-22T20:26:31","svc-optimizer","mTLS","memory:rw","expired","10.101.150.91"
"AUTH00300","2025-08-14T13:09:23","svc-engagement","OIDC","memory:rw","denied","10.45.42.221"
"AUTH00301","2025-08-22T02:50:21","svc-optimizer","mTLS","leads:read","failure","10.232.247.32"
"AUTH00302","2025-06-24T08:34:47","analyst-ui","mTLS","leads:read","success","10.250.96.115"
"AUTH00303","2025-07-20T16:30:53","svc-optimizer","APIKey","leads:read","expired","10.4.67.228"
"AUTH00304","2025-06-26T08:05:13","svc-mcp","mTLS","campaigns:read","success","10.86.198.73"
"AUTH00305","2025-05-25T03:12:40","analyst-ui","APIKey","leads:write","failure","10.42.184.47"
"AUTH00306","2025-08-02T07:17:50","analyst-ui","OIDC","campaigns:write","denied","10.59.155.140"
"AUTH00307","2025-05-03T18:33:21","svc-mcp","mTLS","campaigns:read","expired","10.218.115.112"
"AUTH00308","2025-06-14T23:25:37","analyst-ui","mTLS","leads:read","failure","10.133.67.44"
"AUTH00309","2025-08-27T00:29:27","analyst-ui","APIKey","campaigns:write","failure","10.199.58.72"
"AUTH00310","2025-08-08T13:19:20","svc-optimizer","APIKey","memory:rw","failure","10.173.131.133"
"AUTH00311","2025-06-01T02:45:09","analyst-ui","OIDC","memory:rw","denied","10.121.192.53"
"AUTH00312","2025-08-17T16:27:52","analyst-ui","OIDC","memory:rw","success","10.101.6.78"
"AUTH00313","2025-05-20T13:46:19","svc-engagement","APIKey","memory:rw","failure","10.11.65.92"
"AUTH00314","2025-07-11T02:05:16","svc-mcp","mTLS","analytics:read","denied","10.60.33.112"
"AUTH00315","2025-07-31T23:39:24","svc-engagement","mTLS","memory:rw","failure","10.39.89.190"
"AUTH00316","2025-07-01T16:51:55","analyst-ui","mTLS","memory:rw","failure","10.191.71.72"
"AUTH00317","2025-06-10T16:48:50","svc-optimizer","mTLS","memory:rw","success","10.115.68.100"
"AUTH00318","2025-05-05T02:25:38","svc-engagement","APIKey","campaigns:write","success","10.225.235.151"
"AUTH00319","2025-05-31T10:52:48","svc-mcp","APIKey","campaigns:write","expired","10.187.159.6"
"AUTH00320","2025-07-23T15:17:43","svc-engagement","APIKey","memory:rw","success","10.233.81.216"
"AUTH00321","2025-07-21T13:38:55","svc-engagement","APIKey","analytics:read","failure","10.84.4.169"
"AUTH00322","2025-08-15T08:32:27","svc-mcp","APIKey","leads:write","expired","10.122.132.25"
"AUTH00323","2025-08-19T03:27:50","svc-optimizer","APIKey","memory:rw","expired","10.62.84.124"
"AUTH00324","2025-05-13T18:32:07","svc-engagement","mTLS","leads:read","expired","10.121.56.96"
"AUTH00325","2025-08-18T21:17:50","analyst-ui","APIKey","leads:read","success","10.20.88.114"
"AUTH00326","2025-06-26T21:56:15","analyst-ui","OIDC","memory:rw","success","10.129.153.96"
"AUTH00327","2025-06-08T04:48:34","analyst-ui","mTLS","campaigns:write","failure","10.182.112.232"
"AUTH00328","2025-07-17T13:24:57","svc-mcp","mTLS","campaigns:read","expired","10.243.250.143"
"AUTH00329","2025-05-31T03:39:11","svc-optimizer","mTLS","campaigns:read","expired","10.163.169.2"
"AUTH00330","2025-05-22T05:02:55","svc-mcp","APIKey","leads:write","success","10.189.132.184"
"AUTH00331","2025-05-21T06:25:19","svc-optimizer","OIDC","leads:write","expired","10.5.104.164"
"AUTH00332","2025-06-08T03:11:08","svc-optimizer","OIDC","memory:rw","denied","10.84.2.88"
"AUTH00333","2025-07-11T13:20:53","svc-optimizer","mTLS","leads:write","expired","10.208.23.219"
"AUTH00334","2025-06-13T05:25:45","svc-engagement","mTLS","campaigns:read","failure","10.176.217.80"
"AUTH00335","2025-07-08T10:23:08","svc-engagement","mTLS","campaigns:read","failure","10.207.184.225"
"AUTH00336","2025-07-31T10:40:05","svc-engagement","mTLS","memory:rw","denied","10.188.246.205"
"AUTH00337","2025-06-15T02:52:19","svc-optimizer","OIDC","memory:rw","success","10.118.51.112"
"AUTH00338","2025-08-20T09:19:02","svc-optimizer","OIDC","campaigns:write","success","10.238.241.91"
"AUTH00339","2025-07-12T20:50:35","analyst-ui","mTLS","campaigns:read","expired","10.19.32.197"
"AUTH00340","2025-08-05T15:01:26","svc-mcp","OIDC","leads:write","denied","10.175.208.24"
"AUTH00341","2025-07-23T10:20:13","svc-mcp","APIKey","leads:read","success","10.82.179.189"
"AUTH00342","2025-07-03T12:58:20","svc-mcp","mTLS","campaigns:write","failure","10.10.170.147"
"AUTH00343","2025-05-17T17:16:23","svc-optimizer","APIKey","analytics:read","denied","10.22.131.3"
"AUTH00344","2025-07-02T14:39:52","svc-optimizer","APIKey","memory:rw","failure","10.163.156.120"
"AUTH00345","2025-08-03T18:02:44","svc-engagement","APIKey","leads:read","failure","10.134.203.227"
"AUTH00346","2025-08-02T20:11:16","svc-optimizer","mTLS","leads:read","failure","10.235.147.179"
"AUTH00347","2025-08-14T14:40:04","svc-engagement","OIDC","leads:write","success","10.40.130.17"
"AUTH00348","2025-08-09T15:04:37","svc-optimizer","mTLS","leads:read","denied","10.96.71.220"
"AUTH00349","2025-08-15T10:53:43","svc-optimizer","APIKey","leads:read","denied","10.219.23.127"
"AUTH00350","2025-08-11T07:27:43","svc-mcp","APIKey","campaigns:read","failure","10.123.253.132"
"AUTH00351","2025-06-25T04:16:50","svc-engagement","APIKey","memory:rw","denied","10.208.72.25"
"AUTH00352","2025-06-08T03:07:30","svc-optimizer","OIDC","leads:read","failure","10.82.69.188"
"AUTH00353","2025-05-30T10:43:17","analyst-ui","mTLS","campaigns:write","failure","10.155.214.129"
"AUTH00354","2025-08-18T04:27:55","analyst-ui","APIKey","memory:rw","success","10.21.197.143"
"AUTH00355","2025-08-23T17:54:45","svc-mcp","OIDC","analytics:read","denied","10.254.124.125"
"AUTH00356","2025-06-09T15:45:05","analyst-ui","mTLS","campaigns:write","expired","10.165.40.52"
"AUTH00357","2025-06-17T19:09:51","svc-optimizer","APIKey","campaigns:read","success","10.216.53.166"
"AUTH00358","2025-05-12T00:50:50","svc-optimizer","mTLS","analytics:read","denied","10.165.174.93"
"AUTH00359","2025-08-21T11:48:32","svc-mcp","mTLS","campaigns:read","failure","10.225.92.28"
"AUTH00360","2025-07-27T07:32:43","analyst-ui","mTLS","campaigns:write","expired","10.83.224.189"
"AUTH00361","2025-07-10T20:02:06","svc-engagement","OIDC","leads:read","success","10.64.37.106"
"AUTH00362","2025-06-28T17:10:16","svc-engagement","OIDC","campaigns:write","expired","10.234.255.118"
"AUTH00363","2025-08-01T06:46:40","svc-optimizer","OIDC","analytics:read","expired","10.213.91.147"
"AUTH00364","2025-05-01T14:32:24","svc-engagement","mTLS","analytics:read","denied","10.195.61.1"
"AUTH00365","2025-06-10T13:20:48","analyst-ui","mTLS","memory:rw","failure","10.121.146.27"
"AUTH00366","2025-07-12T21:39:36","svc-engagement","mTLS","campaigns:read","expired","10.127.188.25"
"AUTH00367","2025-07-07T09:54:10","svc-engagement","OIDC","campaigns:write","denied","10.90.138.31"
"AUTH00368","2025-08-07T20:37:46","svc-engagement","mTLS","campaigns:read","success","10.95.43.5"
"AUTH00369","2025-08-10T17:09:08","svc-engagement","APIKey","campaigns:read","failure","10.93.87.132"
"AUTH00370","2025-05-06T11:07:08","svc-engagement","OIDC","analytics:read","failure","10.184.197.233"
"AUTH00371","2025-08-01T02:08:28","svc-engagement","APIKey","analytics:read","expired","10.217.195.92"
"AUTH00372","2025-05-01T21:13:03","svc-engagement","APIKey","analytics:read","failure","10.182.174.161"
"AUTH00373","2025-05-19T19:56:29","svc-optimizer","OIDC","campaigns:write","failure","10.66.230.166"
"AUTH00374","2025-08-04T20:32:13","svc-mcp","APIKey","leads:read","failure","10.155.207.71"
"AUTH00375","2025-07-02T11:26:03","svc-optimizer","mTLS","analytics:read","expired","10.162.205.111"
"AUTH00376","2025-06-06T08:00:01","svc-engagement","APIKey","leads:read","denied","10.83.184.157"
"AUTH00377","2025-07-24T08:30:07","svc-engagement","APIKey","leads:read","failure","10.31.217.168"
"AUTH00378","2025-05-04T06:55:07","svc-optimizer","OIDC","leads:write","failure","10.234.22.124"
"AUTH00379","2025-05-12T03:24:32","svc-engagement","APIKey","leads:write","failure","10.209.61.42"
"AUTH00380","2025-05-21T23:34:15","svc-optimizer","OIDC","leads:read","denied","10.19.65.94"
"AUTH00381","2025-05-18T01:56:54","svc-engagement","OIDC","leads:read","denied","10.54.189.147"
"AUTH00382","2025-08-22T06:15:53","svc-mcp","OIDC","leads:read","success","10.152.86.193"
"AUTH00383","2025-05-30T20:11:47","svc-optimizer","mTLS","campaigns:read","success","10.122.175.198"
"AUTH00384","2025-05-20T17:18:40","svc-mcp","OIDC","leads:write","success","10.193.145.191"
"AUTH00385","2025-08-26T11:00:43","svc-optimizer","mTLS","memory:rw","denied","10.92.202.54"
"AUTH00386","2025-06-27T21:33:43","svc-mcp","mTLS","analytics:read","failure","10.6.182.216"
"AUTH00387","2025-05-12T02:47:51","analyst-ui","OIDC","memory:rw","success","10.26.32.164"
"AUTH00388","2025-08-19T22:17:27","svc-optimizer","mTLS","campaigns:read","success","10.44.55.119"
"AUTH00389","2025-07-04T03:43:20","svc-optimizer","APIKey","leads:write","success","10.146.38.162"
"AUTH00390","2025-07-21T05:14:53","analyst-ui","mTLS","leads:read","success","10.63.85.158"
"AUTH00391","2025-08-03T18:37:04","svc-engagement","OIDC","analytics:read","denied","10.208.212.204"
"AUTH00392","2025-07-20T17:19:18","svc-optimizer","OIDC","leads:write","failure","10.145.182.207"
"AUTH00393","2025-07-24T12:46:54","svc-engagement","APIKey","analytics:read","denied","10.176.31.5"
"AUTH00394","2025-05-11T07:29:14","svc-optimizer","OIDC","campaigns:read","failure","10.62.225.46"
"AUTH00395","2025-07-24T03:26:09","svc-optimizer","OIDC","analytics:read","failure","10.8.213.178"
"AUTH00396","2025-08-13T09:47:31","svc-engagement","OIDC","campaigns:write","expired","10.183.189.134"
"AUTH00397","2025-05-12T19:15:21","svc-engagement","APIKey","leads:read","failure","10.182.237.32"
"AUTH00398","2025-05-29T08:48:50","svc-optimizer","mTLS","analytics:read","expired","10.7.67.101"
"AUTH00399","2025-06-03T20:58:10","analyst-ui","OIDC","campaigns:write","denied","10.105.55.76"
"AUTH00400","2025-06-11T01:45:11","analyst-ui","OIDC","leads:write","expired","10.39.144.248"
"AUTH00401","2025-07-07T18:57:23","svc-optimizer","APIKey","analytics:read","expired","10.104.174.78"
"AUTH00402","2025-08-01T09:14:19","svc-mcp","APIKey","campaigns:write","success","10.217.241.28"
"AUTH00403","2025-07-01T05:54:10","svc-optimizer","mTLS","memory:rw","success","10.253.52.11"
"AUTH00404","2025-07-17T16:41:15","svc-mcp","OIDC","memory:rw","success","10.119.103.157"
"AUTH00405","2025-08-06T15:31:14","svc-mcp","APIKey","campaigns:write","success","10.111.36.202"
"AUTH00406","2025-07-12T17:41:46","svc-engagement","OIDC","leads:read","success","10.153.250.100"
"AUTH00407","2025-05-20T21:20:18","svc-mcp","OIDC","campaigns:read","failure","10.35.220.14"
"AUTH00408","2025-07-02T22:36:37","svc-optimizer","OIDC","campaigns:read","failure","10.230.112.37"
"AUTH00409","2025-08-02T09:54:01","analyst-ui","mTLS","leads:read","denied","10.154.246.69"
"AUTH00410","2025-06-21T18:09:34","svc-engagement","APIKey","analytics:read","expired","10.206.214.56"
"AUTH00411","2025-06-08T19:11:51","svc-engagement","APIKey","leads:write","success","10.252.176.110"
"AUTH00412","2025-08-19T20:03:12","svc-mcp","mTLS","analytics:read","denied","10.108.100.70"
"AUTH00413","2025-05-25T11:34:41","svc-mcp","APIKey","leads:write","expired","10.164.69.180"
"AUTH00414","2025-07-24T21:49:15","svc-engagement","OIDC","memory:rw","success","10.112.253.160"
"AUTH00415","2025-07-16T17:32:08","svc-optimizer","APIKey","campaigns:read","denied","10.155.117.220"
"AUTH00416","2025-05-29T16:39:54","svc-engagement","OIDC","campaigns:read","expired","10.233.44.117"
"AUTH00417","2025-07-24T15:19:45","svc-engagement","mTLS","analytics:read","success","10.24.161.19"
"AUTH00418","2025-07-20T11:47:01","svc-optimizer","OIDC","campaigns:read","failure","10.109.59.240"
"AUTH00419","2025-07-13T20:38:10","svc-mcp","APIKey","leads:read","denied","10.166.250.29"
"AUTH00420","2025-06-01T16:30:26","svc-mcp","mTLS","campaigns:write","denied","10.130.14.135"
"AUTH00421","2025-07-08T18:38:07","analyst-ui","OIDC","campaigns:write","denied","10.146.47.242"
"AUTH00422","2025-07-27T09:46:42","svc-optimizer","APIKey","campaigns:read","expired","10.36.191.101"
"AUTH00423","2025-05-19T00:32:34","svc-engagement","APIKey","analytics:read","success","10.214.252.89"
"AUTH00424","2025-06-27T12:56:23","svc-engagement","APIKey","analytics:read","expired","10.129.75.43"
"AUTH00425","2025-07-06T10:24:53","analyst-ui","mTLS","leads:write","denied","10.104.215.88"
"AUTH00426","2025-07-19T16:08:24","svc-optimizer","mTLS","memory:rw","failure","10.148.177.103"
"AUTH00427","2025-08-27T15:07:09","analyst-ui","OIDC","analytics:read","expired","10.247.186.99"
"AUTH00428","2025-07-23T16:40:27","analyst-ui","APIKey","campaigns:write","success","10.140.48.80"
"AUTH00429","2025-08-14T16:16:59","svc-mcp","mTLS","analytics:read","denied","10.64.68.66"
"AUTH00430","2025-08-24T07:25:35","svc-mcp","OIDC","campaigns:write","success","10.158.41.208"
"AUTH00431","2025-08-21T18:51:34","svc-engagement","OIDC","campaigns:write","success","10.22.77.45"
"AUTH00432","2025-08-04T03:05:21","svc-engagement","mTLS","analytics:read","failure","10.12.253.236"
"AUTH00433","2025-08-08T02:16:06","svc-engagement","OIDC","campaigns:write","failure","10.36.125.253"
"AUTH00434","2025-05-05T02:31:24","analyst-ui","mTLS","campaigns:read","expired","10.17.15.242"
"AUTH00435","2025-05-09T03:40:14","analyst-ui","APIKey","leads:write","expired","10.250.231.77"
"AUTH00436","2025-07-22T14:16:28","svc-optimizer","mTLS","leads:write","expired","10.110.33.61"
"AUTH00437","2025-07-09T05:11:15","svc-optimizer","APIKey","campaigns:write","success","10.197.181.41"
"AUTH00438","2025-07-21T09:32:31","svc-optimizer","OIDC","leads:write","expired","10.199.117.103"
"AUTH00439","2025-08-20T04:40:11","svc-optimizer","mTLS","campaigns:read","denied","10.239.28.71"
"AUTH00440","2025-05-10T01:56:27","svc-optimizer","mTLS","campaigns:read","success","10.30.200.87"
"AUTH00441","2025-05-18T07:59:49","svc-mcp","OIDC","memory:rw","failure","10.245.87.81"
"AUTH00442","2025-08-26T02:31:47","svc-optimizer","OIDC","leads:read","success","10.21.105.11"
"AUTH00443","2025-07-13T06:18:09","svc-engagement","OIDC","analytics:read","denied","10.59.70.241"
"AUTH00444","2025-05-24T20:00:00","analyst-ui","mTLS","campaigns:read","success","10.16.108.65"
"AUTH00445","2025-08-06T08:52:34","svc-mcp","mTLS","leads:read","success","10.46.147.103"
"AUTH00446","2025-08-23T12:16:13","svc-mcp","mTLS","leads:read","success","10.184.180.243"
"AUTH00447","2025-08-02T20:59:46","analyst-ui","APIKey","campaigns:read","expired","10.195.59.18"
"AUTH00448","2025-05-03T03:05:09","svc-mcp","OIDC","leads:read","expired","10.254.140.65"
"AUTH00449","2025-06-07T14:29:29","svc-optimizer","mTLS","campaigns:write","success","10.83.6.84"
"AUTH00450","2025-08-13T16:39:22","svc-optimizer","OIDC","campaigns:write","success","10.203.179.202"
"AUTH00451","2025-07-29T17:05:16","analyst-ui","mTLS","leads:read","expired","10.236.4.23"
"AUTH00452","2025-07-05T12:09:11","analyst-ui","APIKey","memory:rw","expired","10.233.208.72"
"AUTH00453","2025-05-22T09:54:07","analyst-ui","APIKey","leads:read","expired","10.85.124.97"
"AUTH00454","2025-05-03T08:14:52","svc-mcp","mTLS","leads:write","denied","10.80.228.97"
"AUTH00455","2025-08-27T17:17:46","analyst-ui","mTLS","leads:write","denied","10.186.167.155"
"AUTH00456","2025-08-12T21:18:10","svc-optimizer","OIDC","memory:rw","denied","10.219.1.196"
"AUTH00457","2025-07-01T05:27:59","svc-mcp","APIKey","campaigns:read","failure","10.95.93.196"
"AUTH00458","2025-06-17T11:47:32","svc-engagement","mTLS","campaigns:read","success","10.188.215.46"
"AUTH00459","2025-07-27T14:22:41","svc-mcp","OIDC","campaigns:read","success","10.82.96.88"
"AUTH00460","2025-08-12T22:39:13","svc-engagement","APIKey","memory:rw","failure","10.188.246.22"
"AUTH00461","2025-05-25T08:22:49","svc-engagement","mTLS","leads:write","success","10.202.223.118"
"AUTH00462","2025-08-06T10:06:48","svc-mcp","APIKey","campaigns:write","failure","10.133.230.127"
"AUTH00463","2025-08-19T09:19:21","svc-optimizer","mTLS","analytics:read","denied","10.120.11.95"
"AUTH00464","2025-07-19T12:02:01","analyst-ui","APIKey","leads:write","failure","10.231.237.60"
"AUTH00465","2025-06-15T16:57:44","svc-engagement","OIDC","leads:write","denied","10.112.67.142"
"AUTH00466","2025-05-31T20:06:12","analyst-ui","mTLS","campaigns:read","success","10.225.155.107"
"AUTH00467","2025-05-04T23:04:43","svc-optimizer","APIKey","campaigns:read","success","10.142.235.206"
"AUTH00468","2025-06-21T00:47:02","svc-optimizer","APIKey","analytics:read","success","10.1.154.93"
