"resource_uri","timestamp","scope","operation","success","actor"
"cache://memory","2025-06-05T08:34:41","read","UPSERT","True","Optimizer-Worker"
"analytics://events","2025-08-04T04:37:06","search","UPSERT","True","MCP-Server"
"cache://memory","2025-05-05T17:17:02","consolidate","SELECT","False","Optimizer-Worker"
"kg://graph","2025-08-07T08:01:50","consolidate","INSERT","True","MCP-Server"
"analytics://events","2025-08-04T10:45:16","search","UPDATE","False","Optimizer-Worker"
"db://leads","2025-05-20T04:49:37","consolidate","MERGE","True","MCP-Server"
"kg://graph","2025-06-05T08:06:33","consolidate","UPSERT","True","Agent-Client"
"analytics://events","2025-05-11T04:17:07","search","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-05-28T11:54:37","read","QUERY","True","Agent-Client"
"db://leads","2025-06-03T09:54:53","read","QUERY","True","Agent-Client"
"db://interactions","2025-08-03T16:59:49","search","INSERT","True","MCP-Server"
"db://leads","2025-05-24T09:44:51","write","UPDATE","False","Optimizer-Worker"
"db://campaigns","2025-06-10T08:32:59","read","SELECT","True","Optimizer-Worker"
"db://interactions","2025-07-12T08:03:01","search","UPDATE","True","MCP-Server"
"analytics://events","2025-06-29T19:24:57","read","SELECT","True","Agent-Client"
"db://campaigns","2025-06-27T09:58:42","write","INSERT","True","MCP-Server"
"db://interactions","2025-08-07T20:56:28","consolidate","SELECT","True","MCP-Server"
"db://campaigns","2025-06-04T14:05:03","search","INSERT","True","MCP-Server"
"db://interactions","2025-05-31T17:22:08","read","UPDATE","True","MCP-Server"
"db://interactions","2025-08-27T05:41:49","consolidate","UPSERT","True","Agent-Client"
"db://leads","2025-08-13T16:13:55","search","SELECT","False","Optimizer-Worker"
"db://leads","2025-06-27T19:22:30","consolidate","INSERT","True","Optimizer-Worker"
"analytics://events","2025-06-01T21:07:13","search","MERGE","True","Optimizer-Worker"
"analytics://events","2025-05-15T16:33:06","search","QUERY","True","MCP-Server"
"db://interactions","2025-08-04T05:37:08","consolidate","INSERT","True","MCP-Server"
"analytics://events","2025-08-23T14:32:42","consolidate","SELECT","False","Optimizer-Worker"
"cache://memory","2025-06-20T11:11:32","write","MERGE","True","Agent-Client"
"db://interactions","2025-08-17T00:25:36","read","QUERY","True","Optimizer-Worker"
"cache://memory","2025-08-13T01:10:36","write","INSERT","True","Optimizer-Worker"
"db://interactions","2025-06-03T10:59:14","read","MERGE","True","Agent-Client"
"db://leads","2025-06-21T20:03:34","search","QUERY","True","MCP-Server"
"db://interactions","2025-08-01T01:03:22","write","INSERT","True","Optimizer-Worker"
"db://leads","2025-05-05T12:52:37","write","QUERY","False","Agent-Client"
"db://interactions","2025-05-13T22:58:35","write","SELECT","True","MCP-Server"
"kg://graph","2025-06-25T11:37:27","search","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-08-20T04:42:02","consolidate","INSERT","True","Agent-Client"
"cache://memory","2025-06-12T05:17:35","search","QUERY","False","MCP-Server"
"cache://memory","2025-08-28T21:40:27","search","UPDATE","True","Agent-Client"
"analytics://events","2025-08-22T21:23:36","consolidate","QUERY","True","Optimizer-Worker"
"cache://memory","2025-06-08T21:39:36","read","QUERY","True","Optimizer-Worker"
"db://leads","2025-06-05T08:33:45","write","SELECT","False","Agent-Client"
"db://campaigns","2025-07-23T17:40:00","write","QUERY","True","MCP-Server"
"db://campaigns","2025-07-14T00:27:17","consolidate","SELECT","True","Agent-Client"
"cache://memory","2025-07-06T06:19:42","write","SELECT","False","Agent-Client"
"kg://graph","2025-06-13T05:30:28","consolidate","UPSERT","True","Agent-Client"
"kg://graph","2025-08-08T08:05:22","consolidate","UPDATE","True","Agent-Client"
"db://leads","2025-06-09T23:00:39","read","QUERY","False","MCP-Server"
"cache://memory","2025-05-14T00:03:42","read","MERGE","True","Optimizer-Worker"
"kg://graph","2025-08-21T20:40:37","write","UPDATE","True","Agent-Client"
"db://campaigns","2025-05-22T11:05:42","search","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-07-14T22:43:39","consolidate","MERGE","True","MCP-Server"
"db://campaigns","2025-05-04T17:01:32","search","INSERT","True","Optimizer-Worker"
"db://leads","2025-05-25T22:11:45","read","UPDATE","True","Agent-Client"
"db://interactions","2025-05-11T09:41:38","write","SELECT","True","MCP-Server"
"db://leads","2025-07-17T16:23:53","write","UPDATE","False","Optimizer-Worker"
"analytics://events","2025-05-01T03:35:30","search","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-07-18T03:49:24","consolidate","INSERT","True","Agent-Client"
"cache://memory","2025-05-23T17:07:37","consolidate","UPDATE","True","MCP-Server"
"kg://graph","2025-06-14T03:13:36","consolidate","QUERY","True","Optimizer-Worker"
"db://interactions","2025-08-15T01:10:39","write","INSERT","True","Agent-Client"
"db://leads","2025-05-31T05:58:23","search","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-05-19T19:39:09","search","MERGE","True","MCP-Server"
"cache://memory","2025-05-24T08:42:25","read","SELECT","False","Optimizer-Worker"
"db://interactions","2025-08-21T04:50:09","write","QUERY","True","MCP-Server"
"db://leads","2025-06-16T17:55:02","read","UPSERT","False","MCP-Server"
"cache://memory","2025-06-02T17:38:24","read","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-07-07T11:41:24","write","QUERY","False","Agent-Client"
"analytics://events","2025-05-15T01:18:14","consolidate","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-07-19T04:15:53","write","SELECT","True","Agent-Client"
"kg://graph","2025-05-19T16:14:29","search","INSERT","True","Optimizer-Worker"
"kg://graph","2025-05-12T15:37:17","write","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-08-16T16:52:16","consolidate","UPDATE","False","MCP-Server"
"db://leads","2025-05-07T03:47:56","write","QUERY","True","MCP-Server"
"db://campaigns","2025-05-27T15:32:45","consolidate","INSERT","True","Agent-Client"
"db://leads","2025-06-30T14:17:39","read","QUERY","True","MCP-Server"
"kg://graph","2025-06-05T12:37:28","search","UPDATE","False","Optimizer-Worker"
"db://interactions","2025-08-11T23:53:21","consolidate","UPSERT","False","Optimizer-Worker"
"db://leads","2025-08-01T14:23:51","consolidate","INSERT","True","Agent-Client"
"cache://memory","2025-06-18T23:31:59","write","INSERT","False","Agent-Client"
"analytics://events","2025-08-17T10:45:37","search","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-05-14T06:12:49","read","MERGE","True","Optimizer-Worker"
"cache://memory","2025-08-01T18:19:04","write","QUERY","True","MCP-Server"
"db://campaigns","2025-08-01T08:16:44","write","INSERT","True","MCP-Server"
"analytics://events","2025-07-30T10:20:14","write","QUERY","True","Agent-Client"
"db://interactions","2025-05-16T03:07:27","search","UPDATE","False","Optimizer-Worker"
"analytics://events","2025-08-28T17:08:16","read","MERGE","True","MCP-Server"
"kg://graph","2025-07-04T09:07:10","consolidate","UPDATE","True","MCP-Server"
"db://campaigns","2025-08-10T13:36:40","write","UPDATE","True","MCP-Server"
"kg://graph","2025-07-04T05:04:14","write","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-12T23:56:39","write","INSERT","True","Agent-Client"
"cache://memory","2025-06-22T11:21:36","read","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-08-28T01:20:30","read","QUERY","True","Optimizer-Worker"
"db://interactions","2025-07-18T17:47:16","read","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-05-07T15:57:21","search","UPDATE","False","Optimizer-Worker"
"db://campaigns","2025-05-28T22:29:20","write","SELECT","True","MCP-Server"
"analytics://events","2025-06-28T18:37:11","write","QUERY","True","Optimizer-Worker"
"cache://memory","2025-06-30T19:02:13","consolidate","INSERT","True","Agent-Client"
"kg://graph","2025-08-26T20:39:33","search","INSERT","True","MCP-Server"
"db://interactions","2025-06-18T17:31:25","read","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-07-27T17:07:02","consolidate","SELECT","False","MCP-Server"
"db://campaigns","2025-05-04T20:16:23","search","UPDATE","True","Agent-Client"
"cache://memory","2025-06-26T06:52:27","write","QUERY","False","MCP-Server"
"analytics://events","2025-08-21T08:43:28","read","INSERT","True","Agent-Client"
"db://campaigns","2025-06-17T17:13:17","read","QUERY","True","Agent-Client"
"db://interactions","2025-07-29T06:54:27","read","SELECT","True","Agent-Client"
"db://campaigns","2025-06-07T03:44:08","read","MERGE","True","MCP-Server"
"cache://memory","2025-05-19T12:12:47","read","INSERT","False","Agent-Client"
"db://interactions","2025-05-09T18:00:27","read","INSERT","True","Optimizer-Worker"
"db://interactions","2025-08-15T13:49:38","search","SELECT","False","Agent-Client"
"db://campaigns","2025-05-21T12:54:05","consolidate","INSERT","False","Agent-Client"
"db://campaigns","2025-05-29T00:57:49","search","INSERT","False","MCP-Server"
"db://campaigns","2025-07-07T00:49:50","write","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-05-18T17:29:22","write","UPDATE","False","Agent-Client"
"kg://graph","2025-05-17T18:14:23","search","UPSERT","False","Agent-Client"
"db://leads","2025-05-06T13:15:06","read","MERGE","True","Optimizer-Worker"
"kg://graph","2025-08-12T11:57:36","consolidate","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-15T16:53:16","write","SELECT","True","Optimizer-Worker"
"cache://memory","2025-05-03T09:30:08","read","SELECT","True","Optimizer-Worker"
"db://interactions","2025-06-17T04:13:56","search","INSERT","False","MCP-Server"
"db://leads","2025-05-29T17:12:38","consolidate","SELECT","True","Agent-Client"
"cache://memory","2025-06-07T23:45:23","search","SELECT","True","MCP-Server"
"db://leads","2025-05-10T08:38:51","search","QUERY","True","Optimizer-Worker"
"cache://memory","2025-08-12T06:35:54","read","INSERT","True","MCP-Server"
"analytics://events","2025-07-19T00:22:55","read","INSERT","True","MCP-Server"
"analytics://events","2025-06-22T09:22:02","search","INSERT","True","Optimizer-Worker"
"kg://graph","2025-08-03T21:21:53","read","UPDATE","False","MCP-Server"
"db://campaigns","2025-07-20T15:49:26","search","MERGE","False","Agent-Client"
"db://campaigns","2025-08-26T16:55:07","write","UPSERT","True","MCP-Server"
"db://leads","2025-05-27T07:32:05","read","UPDATE","False","Optimizer-Worker"
"kg://graph","2025-06-06T14:53:36","write","INSERT","True","MCP-Server"
"db://campaigns","2025-07-25T17:16:21","write","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-08-25T20:37:04","consolidate","QUERY","True","Agent-Client"
"kg://graph","2025-07-29T08:54:01","consolidate","MERGE","True","MCP-Server"
"db://leads","2025-06-07T08:00:47","read","UPSERT","True","MCP-Server"
"cache://memory","2025-05-09T21:58:43","consolidate","QUERY","True","MCP-Server"
"db://leads","2025-06-18T22:01:39","read","SELECT","True","Agent-Client"
"db://interactions","2025-06-17T21:39:13","consolidate","UPDATE","True","Agent-Client"
"db://interactions","2025-06-13T04:55:22","search","UPSERT","True","Agent-Client"
"db://leads","2025-05-12T23:08:00","read","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-07-31T13:07:32","write","UPDATE","True","Optimizer-Worker"
"db://leads","2025-06-24T05:43:39","search","MERGE","False","Optimizer-Worker"
"cache://memory","2025-08-26T16:18:38","read","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-07-20T22:33:52","write","SELECT","True","MCP-Server"
"kg://graph","2025-05-16T16:11:07","search","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-07-11T08:23:29","consolidate","QUERY","True","Optimizer-Worker"
"db://leads","2025-06-17T22:14:50","write","SELECT","True","Optimizer-Worker"
"cache://memory","2025-05-14T02:41:05","search","QUERY","True","Agent-Client"
"db://interactions","2025-05-31T12:14:18","consolidate","UPDATE","True","MCP-Server"
"kg://graph","2025-07-01T17:55:45","search","UPDATE","True","Agent-Client"
"db://interactions","2025-07-20T13:02:14","consolidate","UPSERT","True","Agent-Client"
"cache://memory","2025-07-04T10:03:46","consolidate","INSERT","True","Agent-Client"
"analytics://events","2025-06-29T04:13:59","read","QUERY","False","Optimizer-Worker"
"analytics://events","2025-05-10T13:47:45","write","MERGE","True","Optimizer-Worker"
"db://leads","2025-07-03T08:38:17","read","UPSERT","True","MCP-Server"
"analytics://events","2025-07-04T02:01:41","read","MERGE","True","Agent-Client"
"cache://memory","2025-06-30T04:50:33","search","UPSERT","True","MCP-Server"
"db://leads","2025-05-03T09:43:04","search","SELECT","False","MCP-Server"
"db://campaigns","2025-06-19T20:20:11","read","UPDATE","True","Agent-Client"
"analytics://events","2025-06-05T22:58:28","consolidate","SELECT","False","Agent-Client"
"analytics://events","2025-06-25T04:10:21","consolidate","INSERT","True","MCP-Server"
"db://leads","2025-05-24T05:46:42","search","MERGE","False","MCP-Server"
"cache://memory","2025-06-11T13:28:19","consolidate","QUERY","True","MCP-Server"
"analytics://events","2025-07-31T01:59:21","search","QUERY","True","Optimizer-Worker"
"cache://memory","2025-05-02T07:25:31","search","QUERY","True","Agent-Client"
"analytics://events","2025-06-19T06:45:30","search","UPDATE","True","Agent-Client"
"db://campaigns","2025-05-30T22:19:35","write","MERGE","False","Agent-Client"
"cache://memory","2025-06-09T11:09:12","search","INSERT","False","MCP-Server"
"kg://graph","2025-07-03T11:04:42","write","INSERT","True","Agent-Client"
"kg://graph","2025-07-31T01:33:00","search","SELECT","True","Optimizer-Worker"
"analytics://events","2025-07-18T01:15:48","search","SELECT","True","Agent-Client"
"db://campaigns","2025-05-09T06:16:35","read","QUERY","False","MCP-Server"
"db://campaigns","2025-08-03T04:22:35","consolidate","MERGE","False","Optimizer-Worker"
"kg://graph","2025-06-06T00:35:34","search","UPDATE","False","Optimizer-Worker"
"kg://graph","2025-07-22T08:18:10","consolidate","QUERY","True","MCP-Server"
"kg://graph","2025-08-13T21:56:40","search","SELECT","True","Optimizer-Worker"
"db://campaigns","2025-06-10T21:09:29","search","SELECT","True","Agent-Client"
"kg://graph","2025-06-13T21:50:29","read","MERGE","False","Optimizer-Worker"
"db://leads","2025-05-03T07:02:40","consolidate","MERGE","False","MCP-Server"
"cache://memory","2025-08-16T04:42:48","read","MERGE","True","Agent-Client"
"db://campaigns","2025-07-22T12:22:30","search","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-05-17T18:33:06","read","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-07-29T21:40:26","consolidate","INSERT","True","MCP-Server"
"db://interactions","2025-07-28T23:51:49","write","MERGE","False","MCP-Server"
"db://interactions","2025-05-30T11:01:08","read","MERGE","False","Optimizer-Worker"
"db://campaigns","2025-07-20T16:49:55","read","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-07-15T03:06:04","write","QUERY","True","MCP-Server"
"cache://memory","2025-08-07T15:04:54","read","UPSERT","False","Agent-Client"
"cache://memory","2025-07-27T13:46:27","search","QUERY","False","Optimizer-Worker"
"db://campaigns","2025-05-04T06:07:27","consolidate","UPDATE","True","MCP-Server"
"db://campaigns","2025-06-26T19:19:48","read","UPDATE","False","MCP-Server"
"analytics://events","2025-08-24T17:32:25","consolidate","UPSERT","True","Agent-Client"
"analytics://events","2025-05-02T04:24:51","search","SELECT","True","Optimizer-Worker"
"analytics://events","2025-07-28T22:14:30","search","SELECT","True","Agent-Client"
"analytics://events","2025-05-21T14:27:35","search","SELECT","True","Optimizer-Worker"
"cache://memory","2025-07-26T22:54:02","read","QUERY","True","MCP-Server"
"db://campaigns","2025-08-04T19:17:00","read","SELECT","True","MCP-Server"
"db://interactions","2025-06-30T18:24:09","consolidate","MERGE","True","Agent-Client"
"db://leads","2025-07-08T11:08:48","write","QUERY","True","Agent-Client"
"db://campaigns","2025-08-28T03:10:29","read","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-08-08T07:08:34","read","UPDATE","False","Agent-Client"
"kg://graph","2025-05-05T11:29:29","write","QUERY","False","Agent-Client"
"db://leads","2025-05-15T01:45:53","write","INSERT","True","MCP-Server"
"db://leads","2025-08-04T06:10:57","consolidate","MERGE","True","Optimizer-Worker"
"kg://graph","2025-06-03T23:06:16","consolidate","QUERY","False","MCP-Server"
"analytics://events","2025-05-03T02:39:14","consolidate","UPSERT","True","Agent-Client"
"kg://graph","2025-06-30T19:03:18","read","UPDATE","True","MCP-Server"
"kg://graph","2025-05-03T15:34:20","consolidate","SELECT","True","Optimizer-Worker"
