"rpc_id","timestamp","transport","method","params_bytes","duration_ms","status_code","source_agent_type","target_resource"
"RPC000269","2025-08-02T10:53:35","WebSocket","getLead","4735","276","401","Optimizer","kg://graph"
"RPC000270","2025-07-05T04:43:31","HTTP","consolidateMemory","4730","515","500","LeadTriage","analytics://events"
"RPC000271","2025-05-02T03:09:46","HTTP","getLead","3113","1462","200","Engagement","cache://memory"
"RPC000272","2025-06-12T21:10:05","HTTP","getLead","4333","1145","400","Optimizer","db://leads"
"RPC000273","2025-07-09T13:56:57","WebSocket","fetchMemory","1630","51","403","Engagement","analytics://events"
"RPC000274","2025-07-11T15:10:32","HTTP","optimizeCampaign","4868","180","200","Optimizer","cache://memory"
"RPC000275","2025-06-09T23:59:31","HTTP","storeMemory","1776","520","500","Optimizer","analytics://events"
"RPC000276","2025-06-17T12:16:29","WebSocket","recommendAction","2567","416","200","LeadTriage","db://interactions"
"RPC000277","2025-07-17T16:47:02","WebSocket","searchGraph","3361","912","500","Engagement","analytics://events"
"RPC000278","2025-06-25T10:34:09","HTTP","trackEvent","2337","1413","500","LeadTriage","db://leads"
"RPC000279","2025-05-13T11:55:41","WebSocket","updateLead","1467","964","403","Engagement","cache://memory"
"RPC000280","2025-07-12T13:09:23","HTTP","consolidateMemory","427","505","400","LeadTriage","db://leads"
"RPC000281","2025-07-19T21:34:01","HTTP","fetchMemory","1902","920","200","Engagement","cache://memory"
"RPC000282","2025-05-10T17:49:37","HTTP","fetchMemory","3228","1385","200","LeadTriage","db://leads"
"RPC000283","2025-07-29T03:36:30","HTTP","storeMemory","3728","1460","200","Optimizer","cache://memory"
"RPC000284","2025-08-14T11:35:51","WebSocket","recommendAction","3172","451","403","LeadTriage","db://interactions"
"RPC000285","2025-06-27T11:58:26","WebSocket","updateLead","363","142","500","LeadTriage","kg://graph"
"RPC000286","2025-06-22T04:38:38","WebSocket","updateLead","4342","6","400","Engagement","analytics://events"
"RPC000287","2025-07-16T21:45:39","WebSocket","trackEvent","2440","533","401","Engagement","analytics://events"
"RPC000288","2025-07-12T11:56:52","WebSocket","consolidateMemory","784","1061","401","Optimizer","db://leads"
"RPC000289","2025-05-18T22:07:38","WebSocket","recommendAction","2673","1321","200","Engagement","kg://graph"
"RPC000290","2025-07-26T04:59:29","WebSocket","fetchMemory","276","478","500","Optimizer","analytics://events"
"RPC000291","2025-08-05T17:03:44","WebSocket","searchGraph","541","1025","200","LeadTriage","cache://memory"
"RPC000292","2025-05-27T23:37:00","HTTP","searchGraph","2955","1272","403","LeadTriage","analytics://events"
"RPC000293","2025-07-21T04:46:43","WebSocket","searchGraph","4390","1024","401","Engagement","db://leads"
"RPC000294","2025-08-09T06:27:43","WebSocket","updateLead","4568","240","200","Optimizer","kg://graph"
"RPC000295","2025-05-18T17:50:34","HTTP","trackEvent","1077","1072","500","Optimizer","kg://graph"
"RPC000296","2025-05-14T04:32:10","WebSocket","searchGraph","1986","670","200","Engagement","cache://memory"
"RPC000297","2025-08-01T14:36:09","WebSocket","searchGraph","3813","382","200","LeadTriage","analytics://events"
"RPC000298","2025-05-30T10:23:40","WebSocket","searchGraph","2760","979","200","Optimizer","db://leads"
"RPC000299","2025-08-18T04:25:29","HTTP","getLead","1435","1063","400","Optimizer","db://interactions"
"RPC000300","2025-07-23T17:51:38","HTTP","optimizeCampaign","635","177","401","LeadTriage","analytics://events"
"RPC000301","2025-07-26T12:05:31","HTTP","optimizeCampaign","764","13","400","Engagement","analytics://events"
"RPC000302","2025-07-04T16:42:30","WebSocket","recommendAction","930","892","500","Optimizer","cache://memory"
"RPC000303","2025-07-08T10:37:34","HTTP","optimizeCampaign","4787","1244","400","Optimizer","db://leads"
"RPC000304","2025-08-21T19:12:16","WebSocket","optimizeCampaign","3967","619","200","LeadTriage","db://interactions"
"RPC000305","2025-07-07T12:57:32","WebSocket","consolidateMemory","4540","52","200","Optimizer","kg://graph"
"RPC000306","2025-07-15T13:10:25","HTTP","getLead","3069","162","200","Engagement","kg://graph"
"RPC000307","2025-08-13T20:55:25","WebSocket","storeMemory","4724","180","403","Optimizer","db://leads"
"RPC000308","2025-07-31T05:05:30","WebSocket","recommendAction","2519","479","403","Engagement","kg://graph"
"RPC000309","2025-07-05T15:35:01","HTTP","searchGraph","696","345","500","Optimizer","db://interactions"
"RPC000310","2025-07-16T04:17:33","WebSocket","fetchMemory","1155","1232","400","LeadTriage","db://interactions"
"RPC000311","2025-08-13T16:47:39","HTTP","storeMemory","1240","887","401","Optimizer","db://interactions"
"RPC000312","2025-08-11T21:10:22","WebSocket","updateLead","1035","893","403","Optimizer","cache://memory"
"RPC000313","2025-07-18T17:07:45","WebSocket","getLead","4817","1240","200","Engagement","analytics://events"
"RPC000314","2025-06-18T16:18:59","HTTP","fetchMemory","1925","119","500","Optimizer","cache://memory"
"RPC000315","2025-08-10T01:21:34","HTTP","updateLead","2861","1269","200","LeadTriage","db://interactions"
"RPC000316","2025-06-18T17:48:28","WebSocket","consolidateMemory","969","177","403","Engagement","db://interactions"
"RPC000317","2025-07-23T18:48:28","WebSocket","recommendAction","393","1443","500","Engagement","db://interactions"
"RPC000318","2025-07-10T23:09:14","HTTP","optimizeCampaign","3420","384","200","Optimizer","cache://memory"
"RPC000319","2025-07-12T23:17:41","WebSocket","searchGraph","289","1372","200","Engagement","analytics://events"
"RPC000320","2025-07-28T01:47:17","WebSocket","searchGraph","1576","1330","200","Engagement","analytics://events"
"RPC000321","2025-05-29T08:41:20","HTTP","recommendAction","491","1185","403","LeadTriage","kg://graph"
"RPC000322","2025-07-21T04:00:16","WebSocket","searchGraph","1678","785","200","Optimizer","kg://graph"
"RPC000323","2025-05-15T11:17:11","HTTP","recommendAction","2899","230","200","Engagement","cache://memory"
"RPC000324","2025-08-13T04:28:06","WebSocket","trackEvent","2715","652","200","Engagement","analytics://events"
"RPC000325","2025-05-01T05:13:49","HTTP","fetchMemory","1842","50","200","Engagement","analytics://events"
"RPC000326","2025-07-26T18:52:56","WebSocket","trackEvent","3929","726","200","Optimizer","db://leads"
"RPC000327","2025-08-16T02:54:19","HTTP","updateLead","4656","1381","200","Optimizer","analytics://events"
"RPC000328","2025-07-23T10:30:04","WebSocket","searchGraph","3394","1372","403","LeadTriage","kg://graph"
"RPC000329","2025-08-05T12:56:39","WebSocket","updateLead","1169","201","401","LeadTriage","db://leads"
"RPC000330","2025-05-12T04:29:47","WebSocket","getLead","3575","1168","401","Optimizer","analytics://events"
"RPC000331","2025-06-28T06:31:31","HTTP","updateLead","1692","107","200","LeadTriage","db://leads"
"RPC000332","2025-06-08T15:24:31","HTTP","fetchMemory","2226","445","401","LeadTriage","cache://memory"
"RPC000333","2025-05-23T18:47:17","HTTP","storeMemory","3510","861","200","Engagement","kg://graph"
"RPC000334","2025-06-13T10:20:42","WebSocket","getLead","4138","162","200","LeadTriage","cache://memory"
"RPC000335","2025-06-08T09:21:29","WebSocket","consolidateMemory","1404","1067","200","Engagement","db://leads"
"RPC000336","2025-06-06T10:54:19","HTTP","storeMemory","626","616","200","Engagement","cache://memory"
"RPC000337","2025-06-21T18:58:11","WebSocket","consolidateMemory","846","914","200","Engagement","db://interactions"
"RPC000338","2025-07-08T22:42:19","WebSocket","getLead","844","827","200","Engagement","analytics://events"
"RPC000339","2025-05-07T18:12:14","HTTP","updateLead","2412","607","400","LeadTriage","kg://graph"
"RPC000340","2025-08-13T20:04:11","HTTP","trackEvent","2966","1492","403","LeadTriage","analytics://events"
"RPC000341","2025-06-24T03:53:29","HTTP","fetchMemory","3421","524","200","Optimizer","db://leads"
"RPC000342","2025-06-11T05:40:11","WebSocket","getLead","4968","370","500","Optimizer","kg://graph"
"RPC000343","2025-08-05T14:11:29","WebSocket","optimizeCampaign","2329","20","200","LeadTriage","analytics://events"
"RPC000344","2025-07-07T01:52:11","WebSocket","recommendAction","3570","1454","400","Engagement","analytics://events"
"RPC000345","2025-05-12T16:42:43","HTTP","storeMemory","2679","893","500","Engagement","cache://memory"
"RPC000346","2025-05-14T00:05:00","HTTP","getLead","1067","262","500","Optimizer","db://leads"
"RPC000347","2025-07-27T02:18:46","WebSocket","recommendAction","3472","700","500","LeadTriage","kg://graph"
"RPC000348","2025-08-13T00:17:38","HTTP","consolidateMemory","3856","761","400","Optimizer","db://leads"
"RPC000349","2025-08-18T08:23:38","WebSocket","storeMemory","427","308","200","Optimizer","analytics://events"
"RPC000350","2025-07-22T22:19:05","HTTP","updateLead","3719","1304","200","Engagement","kg://graph"
"RPC000351","2025-05-25T04:07:22","WebSocket","trackEvent","581","1396","200","Optimizer","cache://memory"
"RPC000352","2025-05-26T03:10:42","HTTP","storeMemory","1092","1151","200","Optimizer","db://leads"
"RPC000353","2025-08-05T16:56:36","HTTP","searchGraph","3056","1332","200","LeadTriage","kg://graph"
"RPC000354","2025-06-02T20:10:03","HTTP","optimizeCampaign","387","135","500","Engagement","db://leads"
"RPC000355","2025-06-13T22:05:20","HTTP","fetchMemory","1342","1088","200","LeadTriage","db://leads"
"RPC000356","2025-07-26T08:34:22","HTTP","fetchMemory","2548","174","400","Engagement","analytics://events"
"RPC000357","2025-06-05T08:34:41","HTTP","optimizeCampaign","4202","1424","200","Engagement","cache://memory"
"RPC000358","2025-08-04T04:37:06","WebSocket","recommendAction","715","73","200","LeadTriage","db://interactions"
"RPC000359","2025-05-05T17:17:02","HTTP","updateLead","4179","1129","200","Optimizer","db://leads"
"RPC000360","2025-08-07T08:01:50","HTTP","consolidateMemory","403","1349","401","LeadTriage","kg://graph"
"RPC000361","2025-08-04T10:45:16","HTTP","consolidateMemory","1149","309","401","Optimizer","cache://memory"
"RPC000362","2025-05-20T04:49:37","WebSocket","storeMemory","4315","389","200","LeadTriage","db://leads"
"RPC000363","2025-06-05T08:06:33","WebSocket","optimizeCampaign","4967","667","400","Engagement","kg://graph"
"RPC000364","2025-05-11T04:17:07","WebSocket","searchGraph","3639","19","200","Engagement","db://interactions"
"RPC000365","2025-05-28T11:54:37","HTTP","optimizeCampaign","2162","1099","500","Engagement","db://leads"
"RPC000366","2025-06-03T09:54:53","HTTP","recommendAction","1688","959","200","Optimizer","analytics://events"
"RPC000367","2025-08-03T16:59:49","WebSocket","fetchMemory","1518","855","200","Optimizer","db://interactions"
"RPC000368","2025-05-24T09:44:51","HTTP","trackEvent","2058","695","400","Engagement","kg://graph"
"RPC000369","2025-06-10T08:32:59","HTTP","optimizeCampaign","3474","553","401","Optimizer","analytics://events"
"RPC000370","2025-07-12T08:03:01","WebSocket","recommendAction","3549","204","400","LeadTriage","analytics://events"
"RPC000371","2025-06-29T19:24:57","HTTP","searchGraph","600","582","500","Optimizer","kg://graph"
"RPC000372","2025-06-27T09:58:42","HTTP","trackEvent","4765","216","200","Engagement","cache://memory"
"RPC000373","2025-08-07T20:56:28","WebSocket","storeMemory","2142","1469","200","Optimizer","kg://graph"
"RPC000374","2025-06-04T14:05:03","HTTP","optimizeCampaign","2759","1372","200","LeadTriage","db://leads"
"RPC000375","2025-05-31T17:22:08","HTTP","optimizeCampaign","2485","625","400","Engagement","cache://memory"
"RPC000376","2025-08-27T05:41:49","WebSocket","getLead","1104","475","401","Optimizer","db://interactions"
"RPC000377","2025-08-13T16:13:55","HTTP","searchGraph","545","1280","401","Optimizer","analytics://events"
"RPC000378","2025-06-27T19:22:30","WebSocket","getLead","4108","1313","200","LeadTriage","db://leads"
"RPC000379","2025-06-01T21:07:13","HTTP","updateLead","4280","439","200","LeadTriage","cache://memory"
"RPC000380","2025-05-15T16:33:06","WebSocket","fetchMemory","1275","880","401","LeadTriage","kg://graph"
"RPC000381","2025-08-04T05:37:08","WebSocket","fetchMemory","2371","265","401","Engagement","analytics://events"
"RPC000382","2025-08-23T14:32:42","HTTP","updateLead","1669","787","200","Optimizer","kg://graph"
"RPC000383","2025-06-20T11:11:32","HTTP","optimizeCampaign","4453","1046","200","Engagement","kg://graph"
"RPC000384","2025-08-17T00:25:36","HTTP","trackEvent","3720","1070","400","Optimizer","analytics://events"
"RPC000385","2025-08-13T01:10:36","HTTP","searchGraph","3770","718","200","LeadTriage","kg://graph"
"RPC000386","2025-06-03T10:59:14","WebSocket","fetchMemory","3919","727","200","Optimizer","cache://memory"
"RPC000387","2025-06-21T20:03:34","HTTP","consolidateMemory","804","10","200","Optimizer","cache://memory"
"RPC000388","2025-08-01T01:03:22","HTTP","storeMemory","425","933","500","Engagement","analytics://events"
"RPC000389","2025-05-05T12:52:37","WebSocket","updateLead","2858","303","403","Engagement","db://interactions"
"RPC000390","2025-05-13T22:58:35","WebSocket","fetchMemory","2705","190","401","Optimizer","cache://memory"
"RPC000391","2025-06-25T11:37:27","HTTP","updateLead","1695","336","200","Engagement","db://interactions"
"RPC000392","2025-08-20T04:42:02","WebSocket","getLead","3898","1061","500","Engagement","db://interactions"
"RPC000393","2025-06-12T05:17:35","HTTP","recommendAction","3541","363","500","LeadTriage","db://leads"
"RPC000394","2025-08-28T21:40:27","WebSocket","trackEvent","1641","718","401","LeadTriage","db://interactions"
"RPC000395","2025-08-22T21:23:36","HTTP","fetchMemory","4700","1018","500","Engagement","kg://graph"
"RPC000396","2025-06-08T21:39:36","HTTP","searchGraph","2113","77","200","Engagement","cache://memory"
"RPC000397","2025-06-05T08:33:45","HTTP","getLead","1659","1425","500","Engagement","cache://memory"
"RPC000398","2025-07-23T17:40:00","HTTP","searchGraph","4995","1330","401","Engagement","db://leads"
"RPC000399","2025-07-14T00:27:17","HTTP","getLead","4728","423","403","Engagement","db://leads"
"RPC000400","2025-07-06T06:19:42","HTTP","searchGraph","4151","1060","403","Engagement","db://leads"
"RPC000401","2025-06-13T05:30:28","HTTP","optimizeCampaign","3322","406","200","Engagement","db://leads"
"RPC000402","2025-08-08T08:05:22","HTTP","updateLead","3815","1108","500","LeadTriage","cache://memory"
"RPC000403","2025-06-09T23:00:39","WebSocket","updateLead","3663","690","200","Engagement","analytics://events"
"RPC000404","2025-05-14T00:03:42","WebSocket","consolidateMemory","4758","588","200","LeadTriage","db://leads"
"RPC000405","2025-08-21T20:40:37","WebSocket","getLead","323","775","403","Engagement","cache://memory"
"RPC000406","2025-05-22T11:05:42","HTTP","trackEvent","2544","802","200","Engagement","kg://graph"
"RPC000407","2025-07-14T22:43:39","WebSocket","updateLead","1174","1086","401","Engagement","db://interactions"
"RPC000408","2025-05-04T17:01:32","WebSocket","getLead","4171","1427","200","Engagement","db://leads"
"RPC000409","2025-05-25T22:11:45","HTTP","getLead","2437","144","401","Engagement","db://interactions"
"RPC000410","2025-05-11T09:41:38","WebSocket","trackEvent","1954","1484","200","Engagement","analytics://events"
"RPC000411","2025-07-17T16:23:53","HTTP","storeMemory","1199","1452","200","LeadTriage","db://interactions"
"RPC000412","2025-05-01T03:35:30","WebSocket","searchGraph","2571","700","403","Engagement","cache://memory"
"RPC000413","2025-07-18T03:49:24","WebSocket","recommendAction","2869","256","200","Engagement","analytics://events"
"RPC000414","2025-05-23T17:07:37","HTTP","storeMemory","3797","1264","200","LeadTriage","db://interactions"
"RPC000415","2025-06-14T03:13:36","HTTP","recommendAction","1875","1070","401","LeadTriage","db://leads"
"RPC000416","2025-08-15T01:10:39","WebSocket","consolidateMemory","841","1461","401","Engagement","db://leads"
"RPC000417","2025-05-31T05:58:23","HTTP","optimizeCampaign","3286","1298","401","Engagement","db://leads"
"RPC000418","2025-05-19T19:39:09","WebSocket","updateLead","4552","1084","200","Engagement","analytics://events"
"RPC000419","2025-05-24T08:42:25","WebSocket","recommendAction","1734","1133","200","Optimizer","cache://memory"
"RPC000420","2025-08-21T04:50:09","HTTP","recommendAction","2693","20","200","Optimizer","analytics://events"
