"conversation_id","lead_id","last_utterance_summary","active_intent","slots_json","expires_at"
"C0001918","L0001918","requested demo","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T17:47:47"
"C0000813","L0000813","requested demo","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T03:52:15"
"C0003928","L0003929","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T08:58:34"
"C0000397","L0000397","unsubscribed","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T06:59:45"
"C0001611","L0001611","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T23:43:06"
"C0004015","L0004016","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T20:59:44"
"C0001145","L0001145","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T09:59:59"
"C0002964","L0002965","unsubscribed","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T19:45:06"
"C0003137","L0003138","requested demo","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T03:43:58"
"C0004036","L0004037","unsubscribed","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-13T18:36:02"
"C0001039","L0001039","requested demo","book_demo","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T05:44:40"
"C0003742","L0003743","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T16:51:42"
"C0001203","L0001203","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T03:00:00"
"C0003236","L0003237","needs security details","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T01:03:04"
"C0003497","L0003498","timeline Q3","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:56:12"
"C0003561","L0003562","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T03:59:40"
"C0001969","L0001969","needs security details","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T09:50:54"
"C0004466","L0004467","requested demo","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T07:57:52"
"C0004577","L0004578","asked about pricing","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T18:59:41"
"C0003094","L0003095","timeline Q3","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T00:28:27"
"C0002583","L0002584","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:59:59"
"C0002832","L0002833","requested demo","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T08:59:55"
"C0001580","L0001580","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T10:00:37"
"C0002035","L0002035","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T13:52:39"
"C0001990","L0001990","unsubscribed","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-21T20:46:03"
"C0000659","L0000659","interested in case studies","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T12:39:44"
"C0004754","L0004755","timeline Q3","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T19:57:47"
"C0002088","L0002088","interested in case studies","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T07:07:59"
"C0002383","L0002384","interested in case studies","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T18:50:12"
"C0001534","L0001534","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T20:55:25"
"C0003731","L0003732","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T13:59:11"
"C0001991","L0001991","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T04:59:53"
"C0002792","L0002793","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T10:00:00"
"C0002915","L0002916","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T10:46:37"
"C0001060","L0001060","interested in case studies","book_demo","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T19:06:32"
"C0004438","L0004439","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T11:57:44"
"C0002483","L0002484","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T11:57:29"
"C0000594","L0000594","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T16:00:00"
"C0001999","L0001999","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T12:43:28"
"C0000930","L0000930","unsubscribed","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T01:28:55"
"C0003255","L0003256","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T05:59:27"
"C0001529","L0001529","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:50:30"
"C0001308","L0001308","requested demo","book_demo","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T10:08:32"
"C0000020","L0000020","interested in case studies","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T18:00:00"
"C0003247","L0003248","unsubscribed","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T06:58:41"
"C0000295","L0000295","unsubscribed","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T11:07:13"
"C0000574","L0000574","requested demo","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T05:39:19"
"C0000212","L0000212","asked about pricing","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T05:55:42"
"C0001381","L0001381","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T13:42:17"
"C0000828","L0000828","requested demo","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T20:52:59"
"C0003564","L0003565","interested in case studies","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T03:59:31"
"C0003287","L0003288","interested in case studies","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T14:55:06"
"C0002655","L0002656","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T19:56:16"
"C0000414","L0000414","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T18:00:00"
"C0004150","L0004151","timeline Q3","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T08:09:58"
"C0001418","L0001418","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T02:59:58"
"C0000129","L0000129","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T00:38:55"
"C0002306","L0002307","unsubscribed","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-13T17:23:13"
"C0001075","L0001075","requested demo","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T21:57:42"
"C0004498","L0004499","unsubscribed","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T12:18:33"
"C0002300","L0002301","asked about pricing","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-18T14:10:10"
"C0000074","L0000074","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T03:41:55"
"C0000939","L0000939","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T18:59:39"
"C0002092","L0002092","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T07:59:57"
"C0000307","L0000307","unsubscribed","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:43:40"
"C0000570","L0000570","unsubscribed","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T20:59:47"
"C0001684","L0001684","asked about pricing","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T07:06:30"
"C0004724","L0004725","unsubscribed","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-25T15:28:14"
"C0001388","L0001388","asked about pricing","unsubscribe","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T03:47:32"
"C0001449","L0001449","needs security details","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-22T17:33:29"
"C0003962","L0003963","interested in case studies","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T18:11:28"
"C0004872","L0004873","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T19:43:48"
"C0003317","L0003318","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T23:44:11"
"C0000676","L0000676","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T07:58:10"
"C0000727","L0000727","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T23:31:37"
"C0004024","L0004025","timeline Q3","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T22:29:08"
"C0003332","L0003333","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T20:25:11"
"C0003709","L0003710","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T13:12:06"
"C0004651","L0004652","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T20:55:23"
"C0001872","L0001872","unsubscribed","book_demo","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-27T14:40:37"
"C0001080","L0001080","needs security details","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T08:56:26"
"C0004942","L0004943","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:32:03"
"C0000862","L0000862","timeline Q3","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T18:29:05"
"C0003499","L0003500","unsubscribed","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T01:35:45"
"C0001088","L0001088","unsubscribed","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T03:42:18"
"C0000650","L0000650","unsubscribed","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-27T05:03:08"
"C0000467","L0000467","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T20:21:02"
"C0000502","L0000502","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T11:57:35"
"C0001710","L0001710","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T02:57:36"
"C0002236","L0002237","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T23:51:18"
"C0003430","L0003431","asked about pricing","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T23:59:49"
"C0000087","L0000087","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T19:01:37"
"C0004636","L0004637","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T23:36:15"
"C0003545","L0003546","interested in case studies","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T22:10:23"
"C0000323","L0000323","interested in case studies","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-19T02:03:27"
"C0004226","L0004227","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T22:17:49"
"C0001528","L0001528","requested demo","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T11:50:58"
"C0001562","L0001562","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-27T21:35:49"
"C0002776","L0002777","unsubscribed","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-26T23:13:52"
"C0003635","L0003636","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T07:57:09"
"C0001272","L0001272","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T22:29:53"
