"action_id","timestamp","conversation_id","lead_id","action_type","source_agent","source_agent_type","dest_agent_type","handoff_context_json","escalation_reason"
"ACT0000160","2025-07-18T10:21:41","C0002608","L0002609","triage","EN-009","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","complaint"
"ACT0000161","2025-07-12T11:28:41","C0003858","L0003859","triage","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0000162","2025-07-14T00:20:28","C0003858","L0003859","handoff","LT-004","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","none"
"ACT0000163","2025-08-12T15:32:53","C0003858","L0003859","optimize","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","legal"
"ACT0000164","2025-08-26T07:15:15","C0002269","L0002270","escalate","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","none"
"ACT0000165","2025-08-25T09:11:00","C0002269","L0002270","optimize","LT-001","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complaint"
"ACT0000166","2025-08-21T23:23:55","C0002374","L0002375","escalate","LT-009","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","none"
"ACT0000167","2025-08-28T02:18:52","C0002374","L0002375","optimize","EN-016","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","none"
"ACT0000168","2025-08-28T12:25:26","C0002374","L0002375","resume_campaign","LT-010","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complex_request"
"ACT0000169","2025-08-27T19:20:13","C0002374","L0002375","triage","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","high_value"
"ACT0000170","2025-08-03T07:32:39","C0000765","L0000765","handoff","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","none"
"ACT0000171","2025-07-14T04:23:09","C0000765","L0000765","update_segment","EN-012","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","legal"
"ACT0000172","2025-07-27T17:43:50","C0000765","L0000765","handoff","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","none"
"ACT0000173","2025-07-11T22:32:24","C0000765","L0000765","escalate","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","none"
"ACT0000174","2025-08-05T02:22:24","C0001211","L0001211","update_segment","EN-007","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","high_value"
"ACT0000175","2025-07-24T19:17:47","C0003054","L0003055","optimize","EN-011","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complex_request"
"ACT0000176","2025-08-04T13:32:08","C0001421","L0001421","handoff","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","complex_request"
"ACT0000177","2025-07-30T16:57:43","C0000417","L0000417","escalate","EN-013","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","legal"
"ACT0000178","2025-08-27T22:43:25","C0004762","L0004763","resume_campaign","EN-011","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","none"
"ACT0000179","2025-08-24T05:18:04","C0004762","L0004763","resume_campaign","LT-007","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","none"
"ACT0000180","2025-08-22T16:06:19","C0004762","L0004763","pause_campaign","LT-006","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","legal"
"ACT0000181","2025-08-24T15:13:36","C0003672","L0003673","outreach","EN-007","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","high_value"
"ACT0000182","2025-08-22T13:21:42","C0003672","L0003673","pause_campaign","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","legal"
"ACT0000183","2025-08-22T12:05:53","C0000297","L0000297","outreach","EN-009","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","high_value"
"ACT0000184","2025-08-04T13:24:03","C0000297","L0000297","triage","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","none"
"ACT0000185","2025-08-16T05:22:05","C0002585","L0002586","update_segment","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","complex_request"
"ACT0000186","2025-08-09T18:57:27","C0002585","L0002586","update_template","OP-001","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0000187","2025-08-11T13:40:20","C0002585","L0002586","update_segment","OP-006","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","complaint"
"ACT0000188","2025-07-10T00:31:53","C0002585","L0002586","consolidate_memory","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","complex_request"
"ACT0000189","2025-07-19T09:51:28","C0002727","L0002728","handoff","LT-003","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","complex_request"
"ACT0000190","2025-08-02T07:34:00","C0002727","L0002728","handoff","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","high_value"
"ACT0000191","2025-08-08T20:57:07","C0002727","L0002728","pause_campaign","EN-010","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","complex_request"
"ACT0000192","2025-08-28T09:35:02","C0002727","L0002728","consolidate_memory","EN-014","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","high_value"
"ACT0000193","2025-08-25T14:37:55","C0001372","L0001372","pause_campaign","OP-007","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","legal"
"ACT0000194","2025-06-15T02:42:24","C0000812","L0000812","resume_campaign","LT-007","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","none"
"ACT0000195","2025-07-12T18:26:43","C0000812","L0000812","resume_campaign","EN-004","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","none"
"ACT0000196","2025-08-09T06:47:51","C0001096","L0001096","triage","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","complex_request"
"ACT0000197","2025-07-07T21:03:13","C0002221","L0002222","resume_campaign","EN-010","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","legal"
"ACT0000198","2025-08-26T20:57:47","C0001470","L0001470","consolidate_memory","EN-012","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","complaint"
"ACT0000199","2025-08-06T06:24:29","C0004031","L0004032","update_template","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","legal"
"ACT0000200","2025-07-12T21:28:23","C0004031","L0004032","update_segment","OP-006","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","complaint"
"ACT0000201","2025-07-09T16:17:45","C0004031","L0004032","consolidate_memory","LT-007","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","legal"
"ACT0000202","2025-08-24T17:15:37","C0004031","L0004032","update_template","LT-010","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","legal"
"ACT0000203","2025-07-15T03:40:23","C0002418","L0002419","optimize","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","high_value"
"ACT0000204","2025-07-19T02:36:08","C0002418","L0002419","outreach","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","none"
"ACT0000205","2025-08-25T04:28:30","C0002418","L0002419","pause_campaign","EN-017","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","legal"
"ACT0000206","2025-07-20T22:39:18","C0002418","L0002419","resume_campaign","LT-010","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","high_value"
"ACT0000207","2025-08-21T04:56:56","C0000169","L0000169","escalate","LT-004","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complaint"
"ACT0000208","2025-08-27T23:38:32","C0000169","L0000169","escalate","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","none"
"ACT0000209","2025-08-28T00:31:21","C0000169","L0000169","escalate","EN-020","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","legal"
"ACT0000210","2025-08-25T02:54:40","C0000169","L0000169","update_template","OP-003","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","complaint"
"ACT0000211","2025-08-22T14:25:00","C0001245","L0001245","consolidate_memory","OP-005","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","none"
"ACT0000212","2025-08-22T14:45:36","C0001245","L0001245","outreach","EN-014","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","complex_request"
"ACT0000213","2025-07-21T14:37:35","C0002078","L0002078","handoff","OP-001","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","high_value"
"ACT0000214","2025-07-20T06:53:04","C0002078","L0002078","escalate","OP-005","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","none"
"ACT0000215","2025-06-07T13:06:23","C0002078","L0002078","triage","LT-008","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","none"
"ACT0000216","2025-07-26T19:40:44","C0002078","L0002078","handoff","LT-007","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complaint"
"ACT0000217","2025-08-22T05:54:57","C0000080","L0000080","outreach","EN-001","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","high_value"
"ACT0000218","2025-06-12T14:23:38","C0002665","L0002666","outreach","OP-003","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","complex_request"
"ACT0000219","2025-06-24T16:34:16","C0003378","L0003379","outreach","LT-006","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","legal"
"ACT0000220","2025-08-02T03:36:55","C0004224","L0004225","handoff","OP-004","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","high_value"
"ACT0000221","2025-08-21T17:14:36","C0004224","L0004225","escalate","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","legal"
"ACT0000222","2025-07-21T17:42:44","C0002414","L0002415","escalate","LT-005","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complex_request"
"ACT0000223","2025-08-07T20:46:27","C0001345","L0001345","outreach","LT-010","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","none"
"ACT0000224","2025-08-04T20:11:47","C0001345","L0001345","escalate","EN-017","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","complex_request"
"ACT0000225","2025-08-07T14:33:32","C0001345","L0001345","pause_campaign","OP-004","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","legal"
"ACT0000226","2025-08-07T14:58:12","C0001345","L0001345","consolidate_memory","OP-005","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","none"
"ACT0000227","2025-07-30T11:36:15","C0002857","L0002858","optimize","EN-011","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","high_value"
"ACT0000228","2025-08-04T09:31:21","C0002857","L0002858","handoff","LT-009","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","none"
"ACT0000229","2025-07-10T11:32:55","C0003381","L0003382","pause_campaign","LT-008","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","legal"
"ACT0000230","2025-08-11T18:25:56","C0003381","L0003382","update_template","OP-007","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complaint"
"ACT0000231","2025-08-13T11:19:48","C0001184","L0001184","pause_campaign","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","none"
"ACT0000232","2025-08-28T12:42:19","C0001184","L0001184","consolidate_memory","LT-003","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","high_value"
"ACT0000233","2025-08-20T17:06:21","C0001184","L0001184","consolidate_memory","EN-005","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","complaint"
"ACT0000234","2025-08-16T02:12:46","C0000228","L0000228","triage","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","complex_request"
"ACT0000235","2025-08-24T06:58:45","C0000228","L0000228","consolidate_memory","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","complex_request"
"ACT0000236","2025-07-10T06:38:40","C0000228","L0000228","update_segment","EN-017","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","complaint"
"ACT0000237","2025-08-21T05:58:46","C0000228","L0000228","resume_campaign","OP-003","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","none"
"ACT0000238","2025-07-13T18:49:11","C0003138","L0003139","pause_campaign","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complex_request"
"ACT0000239","2025-05-19T03:16:58","C0003138","L0003139","triage","LT-004","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","high_value"
"ACT0000240","2025-08-15T18:37:16","C0004281","L0004282","escalate","LT-009","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.6}","none"
"ACT0000241","2025-08-12T14:33:26","C0004281","L0004282","optimize","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","high_value"
"ACT0000242","2025-07-21T16:45:45","C0004281","L0004282","consolidate_memory","LT-007","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","complex_request"
